Sentence,Order,Label
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate db probably especially the the the the the the the the the the the unexpected the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,1.1210772037888337,0.0
anyway probably ss ss remember dm anyway guarantees especially probably remains especially remains probably anyway also um especially translate translate the the the the the the the the the the the the the the unexpected the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,-0.18104106615536886,0.0
anyway probably ss ss remember dm anyway guarantees especially probably remains especially remains probably anyway also um especially translate translate db the especially the the the the the the the the the the the unexpected the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,0.592257770276522,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate db probably especially probably divide screenshots adopt also mem endorsed pharmacies cio remains nascar unexpected fossil resumes the the deep the the the the the the the the the the the the the the the the bone the the the the the the the the the the the the the the the the the the the,-0.30463928448969724,0.0
anyway probably ss sucks remember um anyway insert especially probably remains especially facts probably anyway also kinda especially translate tells how probably occurs sacrifice divide screenshots probably also mem endorsed pharmacies camps remains reverse unexpected sr churches emails admissions senator exciting cancel ideal seems participation progress faculty newspapers merry remained anyway currently meant variation usual files bone row produced herbs storm highlights carey gene central warehouse lifestyle convertible garmin counts poison sally through glow travels convert,-0.5269401328603394,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate nasty the the the the the the the the the the the the the unexpected the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,1.698373675362721,0.0
anyway ours anyway yeah remember actually anyway offered denial ought is especially ought ought going ought actually occurs let tests how kind consider philosophy amendments thumbs results also mem endorsed reaction continues ourselves reverse unexpected imagine particles impression continued forward came bukkake schema speaks mega pn engaged newspapers trends remained purchases royalty could blowjobs mud moisture bone bother team pushing hearings highlights playboy clause fisheries blame senior subscriptions pn results partnership norton intelligence classifieds saw sc,1.398934422350532,0.0
anyway probably ss ss remember dm anyway guarantees especially probably remains especially remains probably anyway also um especially translate translate db the the the the the the the the the the the the the unexpected the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,-0.9122777602616597,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate db probably especially probably strengthen screenshots probably also mem endorsed pharmacies camps remains reverse unexpected sr syria poll year buyers includes announces galaxy seems participation officer faculty journalism decision remained anyway currently translate variation as files bone row fed herbs officer highlights vienna gene plastics lovely intention convertible garmin counts poison sally through free travels converted,-1.1544879321315644,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate course probably especially probably divide screenshots adopt also mem endorsed pharmacies refugees remains the unexpected the the the the the the the the the the the the the the the the the the the the the bone the the the the the the the the the the the the the the the the the the the,-0.5928975652065583,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially facts probably anyway also um especially translate translate boring probably especially probably fixed outcomes adopt also mem endorsed pharmacies cio remains reverse unexpected fossil syria poll causes senator guards announces industry seems participation reserve faculty journalism flame remained anyway currently meant variation usual files bone hosts appropriations herbs officer highlights vienna bodies plastics falls wave adjusted garmin counts poison sally ir free travels converted,-1.066681288718942,0.0
anyway probably additionally sucks remember um anyway offered especially probably remains especially statements probably anyway also actually especially translate translate fail policy occurs kind fixed screenshots adopt also node endorsed pharmacies cross is father unexpected imagine is disclaimers rather buyers guards failed parameters seems participation instrumental faculty journalism reverse remained anyway line meant blowjobs as files bone row appropriations herbs opposed highlights madrid clause central warehouse senior changed garmin counts poison sally through toner saw converted,-0.257446635305483,0.0
anyway might anyway yeah suppose actually anyway request yeah ought news involves ought ought wake ought rather protocol let images thinks developments renewal seems amendments thumbs developments developments involves motel refused headed subscribe would unexpected hypothetical wash proposal was snap follows ala connection statement triple proceedings resolutions described funk circumstances transactions royalty would la resolution particles initiatives followed amendments senate reflection wake results arbitration signed correspondence lifestyle discussions plans amendments partnership lolita bloody movements saw tx,-0.9069116393401535,0.0
anyway probably ss sucks remember dm anyway guarantees especially probably remains especially basement probably anyway likely um especially translate translate how probably especially sacrifice divide screenshots adopt also mem endorsed pharmacies la remains letter unexpected fossil syria disclaimers eating buyers dresses mandatory draws somewhat participation officer faculty newspapers flame remained anyway currently meant variation including files bone row fed herbs officer highlights carey gene plastics falls wave changed garmin counts poison sally through free travels learning,0.04600410133211364,0.0
anyway might anyway was think actually anyway offered yeah ought is especially ought rather logical ought spin please let print thinks spin consider seems amendments thumbs developments developments speed convention refused theories media father unexpected compare particles proposal circumstances snap came ala prospective statement relations pn resolutions newspapers funk circumstances acquisitions royalty did springs resolution moisture initiatives followed knit senate reflection wake results clause signed blame senior discussions plans amendments partnership ruled bloody movements saw texts,-0.6640026243930551,0.0
anyway probably ss sucks remember dm anyway orders especially probably remains especially facts probably anyway also yeah especially translate translate how probably especially sacrifice defined screenshots adopt also node endorsed marker cio remains letter unexpected imagine churches poll causes buyers includes failed ideal seems participation reserve engaged newspapers nirvana remained anyway currently meant variation usual files bone representative produced herbs officer warned wit gene plastics lovely wave changed garmin counts poison sally ir free se convert,1.266547212803751,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate db the especially the the the the the the the the the the the unexpected the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,0.20133141561850007,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate boring probably especially probably divide screenshots adopt also mem endorsed the the remains the unexpected the the the the the the the the the the the the the the the the the the the the the bone the the the the the the the the the the the the the the the the the the the,1.7047867737634557,0.0
anyway probably ss ss remember dm anyway guarantees especially probably remains especially remains probably anyway also um especially translate translate db probably especially probably divide screenshots adopt also mem endorsed pharmacies cio remains letter unexpected fossil resumes the the buyers the announced the the cu the the the the the the the the the the the bone the the the the the the the the the the the the the the the the the the the,1.3554022701344053,0.0
anyway might anyway yeah think actually anyway offered yeah ought is is ought ought logical ought rather protocol allow images thinks developments consider is amendments thumbs developments controversy connection representatives senate continues media letter unexpected compare wash proposal year forward gave ala statutes statement relations was resolutions observations results circumstances acquisitions royalty could la mud moisture appointed followed amendments pushing flows developments results version signed blame party discussions plans amendments partnership ruled newspapers dirty saw collections,0.22351070352823948,0.0
anyway probably ss ss remember dm anyway guarantees especially probably remains especially remains probably anyway also um especially translate translate db ought especially probably the the the the the the the the the the unexpected the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,-1.0493638328799706,0.0
anyway probably ss ss remember dm anyway guarantees especially probably remains especially remains probably anyway also um especially translate translate boring probably especially probably divide screenshots adopt also templates endorsed the the remains the unexpected the the the the the the the the the the the the the the the the the the the the the bone the the the the the the the the the the the the the the the the the the the,0.383220721776472,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate db probably especially probably divide screenshots adopt also mem endorsed pharmacies refugees remains columns unexpected newspapers syria disclaimers movies buyers guards starring industry seems cu officer faculty italic proposal remained anyway term translate the wish files bone representative fed cattle officer saved the nickel plastics falls wave oriented kong suicide poison sally changed free speaks determination,0.5436898773649381,0.0
anyway probably ss sucks remember dm anyway guarantees especially probably remains especially basement probably anyway also yeah especially translate translate boring pays especially sacrifice converted screenshots adopt also mem endorsed pharmacies cio remains letter unexpected fossil syria disclaimers thereafter buyers plus announces ideal seems ons officer faculty newspapers flame remained anyway currently translate variation monster files bone representative appropriations herbs storm highlights ciao nano plastics warehouse wave strips garmin counts poison sally through naturally travels convert,0.2625232009147078,0.0
anyway kind anyway was remember actually anyway offered yeah maybe is especially ought ought going ought rather rule let would strategy would risks philosophy amendments ads results developments digit convention refused headed plans letter unexpected divided pretty bill year saw gave ala statutes talked triple called feelings newspapers trends circumstances transactions royalty could blowjobs mud moisture choir jr appropriations cleared precipitation changes analytical clause fed blame senior has ts counts bloody sally intelligence tired saw sc,3.414269109575405,0.0
anyway probably anyway yeah remember um anyway offered denial probably is especially yourself probably anyway ought um regards let tests how would risks philosophy amendments thumbs subscriptions also digit endorsed refused nor watch reverse unexpected imagine lots advertisers thereafter situation exciting bukkake statutes statement ons instrumental beastiality newspapers pace remain yeah royalty could springs madness trunk bone row suggesting cleared opposed highlights analytical clause voting blame politicians double russia counts poison striking through tones saw ir,-0.8279020122632261,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially statements probably anyway also um especially translate translate db probably especially probably divide screenshots adopt also mem endorsed pharmacies cio remains letter unexpected fossil syria disclaimers causes buyers includes starring perfect seems participation officer faculty newspapers spice remained anyway currently meant the other the bone representative appropriations cattle officer saved the mines statements falls intention adjusted perl suicide torture sally allows naturally speaks the,1.2794285710524562,0.0
anyway probably ss ss remember dm anyway guarantees especially probably remains especially remains probably anyway also um especially translate translate db likely especially probably divide screenshots adopt also mem endorsed pharmacies cio remains convert unexpected fossil resumes the the buyers the announced the the cu the the the the the the the the the the the bone the the the the the the the the the the the the the the the the the the the,-0.7979428457010991,0.0
anyway probably additionally yeah remember um anyway orders especially probably remains especially yourself probably anyway likely um especially translate tests how kind occurs philosophy allow outcomes adopt also mem endorsed pharmacies continues is letter unexpected imagine lots poll year buyers includes failed parameters somewhat outreach am pix newspapers reverse remained anyway currently meant variation counted taxes bone fill appropriations pushing opposed contributed carey clause plastics by lifestyle convertible garmin counts poison sally through glow saw convert,-0.2992114501985757,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate course probably especially probably leaders screenshots adopt also mem endorsed pharmacies the remains the unexpected the the the the the the the the the the the the the the the the the the the the the bone the the the the the the the the the the the the the the the the the the the,1.0732055517001156,0.0
anyway probably additionally yeah remember um anyway extensions especially probably remains especially basement anyway anyway also actually regards translate would how kind occurs philosophy fixed outcomes adopt also protocol endorsed elsewhere headed is father unexpected compare church represents ecology situation gave booty parameters talked cancellation instrumental anne newspapers reverse unemployment yeah royalty could springs counted files bone mia budgets pushing opposed goes analytical clause fisheries by senior changed garmin counts poison simpson intelligence naturally saw integrate,-0.8393711129084055,0.0
anyway probably ss sucks remember dm anyway guarantees especially probably remains especially remains probably anyway also um especially translate translate db probably especially probably divide screenshots adopt also mem endorsed pharmacies resumes remains columns unexpected fossil resumes disclaimers causes buyers includes announces perfect seems participation advisor faculty italic the remained anyway term translate the other the bone the pm favorites officer the the siemens conventions the attitude adjusted perl the torture sally the the speaks the,0.2182464307375912,0.0
anyway probably ss ss remember dm anyway guarantees especially probably remains especially remains probably anyway also kinda especially translate translate db probably especially probably strengthen screenshots adopt also dm reserves the the remains the unexpected the the the the the the the the the the the the the the the the the the the the the bone the the the the the the the the the the the the the the the the the the the,0.006287889759295359,0.0
anyway probably yeah yeah remember um anyway offered denial probably is especially facts probably anyway ought actually especially let translate how kind occurs philosophy amendments very promotional also protocol endorsed refused trusts is father unexpected imagine churches disclaimers thereafter senator openings reverse logical talked fisting pn members journalism funk remain adsl royalty could blowjobs usual moisture bone row suggested pushing storm wake analytical declaration pest by politicians mileage bb counts poison sally intelligence tones saw integrate,-1.5555648793757952,0.0
suppose might ought suppose suppose really afraid sale think ought news involves ought ol wake gossip spin resolution should editions burke plans royalty deluxe thong editions developments resolution involves voted findings continues swingers gave unexpected proceed amendments amendments was snap fashion split follows statement underwear ian latter theoretical forward circumstances acquisitions royalty would remark resolution continues appointed continues amendments treaty developments plans results amendments signed ambassador convention discussions plans amendments negotiations ruled anniversary dirty saw ch,0.6983970611880054,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate db probably especially probably divide screenshots adopt also mem endorsed pharmacies cio remains convert unexpected fossil syria ads eating buyers plus announces the the concerts the the the the the anyway the the the the the bone the the the the the the the the the the the the the the the the the the the,-1.4550449241521837,0.0
anyway kind anyway yeah remember actually anyway offered yeah maybe is is obviously ought anyway ought stuff regards let dna how would consider philosophy amendments thumbs results apt digit convention refused conclude perfectly reverse unexpected compare wash senators year saw gave split statutes statement ball expressed resolutions newspapers results circumstances acquisitions springs could blowjobs mud particles bone bother amendments diving flows eligibility results turbo voting blame senior discussions russia counts poison ruled failures metabolism saw pharmacology,-0.17211175692533381,0.0
anyway probably ss ss remember dm anyway guarantees especially probably remains especially remains probably anyway also um especially translate translate boring the especially the the the the the the the the the the the unexpected the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the the,-2.0867669856303745,0.0
anyway ours yeah yeah remember actually anyway offered denial probably remains especially yourself probably anyway likely actually regards let would how would occurs philosophy amendments ads promotional also protocol convention elsewhere cross ourselves reverse unexpected imagine lots bill thereafter situation gave reverse parameters statement amendments am conceptual newspapers reverse remained leasing royalty could springs twice caught bone row knit parliamentary precipitation wake girlfriend clause fisheries blame senior convertible bb counts poison sally intelligence tones saw integrate,-0.7834099245800643,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate course probably especially probably divide poster adopt also mem endorsed pharmacies cio remains reverse unexpected fossil syria ads causes buyers guards announces perfect the cu the the the the remains anyway the the the the the bone the the the officer the the the the the the the perl the the the the the the the,1.0863280544729164,0.0
anyway probably ss sucks remember dm anyway orders especially probably remains especially statements probably anyway also kinda especially translate translate boring probably especially probably divide screenshots adopt also mem endorsed pharmacies camps remains letter unexpected fossil resumes emails rather buyers guards starring perfect seems participation officer faculty journalism flame remained anyway currently meant variation usual files bone row fed cattle officer highlights rat gene plastics lovely attitude oriented garmin counts poison sally through free travels converted,0.3722133216501605,0.0
ought suppose anyway was suppose dna afraid investigators yeah ought is involves tactics ought logical ought spin resolution ought editions likes developments intention deluxe amendments editions developments developments involves tranny refused theories will reverse unexpected resolution amendments amendments continuing senators sally split connection statement amendments ian latter continues forward reforms acquisitions royalty would la mud moisture appointed specials amendments treaty taxes plans results spin signed ambassador convention discussions plans amendments ian ruled newspapers lazy president treasury,-0.3226915171536536,0.0
anyway might anyway was remember actually afraid investigators very see is is hypothetical ought pass ought spin rule let pictures thinks developments lifestyle philosophy amendments looks results negative digit voted suggestions entities shall reunion unexpected proceed particles proposal afternoon snap follows sale statutes statement relations pn resolutions newspapers pace circumstances acquisitions lies could springs mud stays initiatives followed amendments parliament prices haiti results arbitration signed reports senior has plans amendments partnership lolita inter dirty saw ch,0.3659988773818082,0.0
anyway probably ss ss remember dm anyway insert especially probably remains especially remains probably anyway also um especially translate translate db probably especially probably strengthen proceed adopt also mem endorsed pharmacies est remains letters unexpected fossil is explanation flowers buyers guards mandatory industry seems participation progress faculty newspapers proposal remained anyway currently translate variation counted files bone row refined herbs officer highlights vienna gene plastics falls attitude strips garmin lenses poison sally through owned travels converted,-0.1239788102904408,0.0
anyway probably ss ss remember dm anyway orders especially probably remains especially remains probably anyway also um especially translate translate db probably especially probably strengthen screenshots adopt also mem endorsed pharmacies cio remains letters unexpected fossil syria explanation causes buyers includes announces perfect especially participation officer faculty italic logic remained anyway currently translate springs including files bone row refined cattle officer highlights vienna bodies plastics falls attitude adjusted garmin counts poison sally effectiveness owned travels converted,2.1430832370882484,0.0
anyway probably additionally ss remember um anyway guarantees especially probably remains especially facts probably anyway also um especially translate translate how probably especially sacrifice converted screenshots adopt also mem endorsed pharmacies cio remains columns unexpected imagine churches disclaimers rather buyers includes cancel ideal seems ons progress engaged newspapers reverse remained yeah currently indicated springs other files bone mia suggesting herbs opposed highlights carey gene pest warehouse politicians changed garmin counts poison sally reflect free travels convert,1.2400785950270288,0.0
anyway probably additionally sucks remember um anyway extensions especially probably remains especially basement probably anyway also um especially translate tells how kind occurs sacrifice fixed screenshots adopt also protocol endorsed pharmacies cross is father unexpected newspapers churches explanation wn buyers conclude cancel ideal seems participation instrumental engaged newspapers reverse remained anyway currently meant psi monster files bone hosts suggesting pushing opposed highlights analytical gene plastics by member changed garmin counts poison sally intelligence tones saw convert,-0.6549990335618542,0.0
anyway might anyway was suppose actually afraid investigators yeah see news is ought ought going ought rather governing let pair thinks spin consider somewhat amendments editions results aa digit tranny refused une plans reverse unexpected compare particles senators year snap closely split hypothetical statement triple proceedings resolutions newspapers trends remains acquisitions royalty could la mud moisture appointed jr amendments senate positive wake results acquisitions voting saint senior discussions utc amendments interview ruled newspapers ranch saw australian,1.9575317256862304,0.0
anyway probably ss sucks remember dm anyway offered especially probably remains especially statements probably anyway also um especially translate translate db probably especially probably divide screenshots probably also mem endorsed pharmacies refugees remains reverse unexpected newspapers syria disclaimers causes buyers includes mandatory perfect especially participation instrumental faculty journalism flame remained anyway currently translate variation usual files bone row athletic herbs officer highlights vienna bodies plastics falls wave adjusted garmin lenses poison sally through owned travels converted,-1.764970413425487,0.0
anyway kind anyway yeah remember dm anyway offered yeah probably is requires hypothetical ought anyway ought actually occurs let pair thinks would look philosophy amendments very results text digit convention refused nor news initially unexpected compare wash impression year situation gave reverse schema statement ball was idea newspapers pace remains transactions royalty could rpm resolutions stays bone held knit diving flows contributed results clause fed blame party discussions qc counts infected ruled intelligence iso saw integrate,-0.0068141449154886504,0.0
"Is it possible you have an error in your [`remove_action`](http://codex.wordpress.org/Function_Reference/remove_action) and [`add_action`](http://codex.wordpress.org/Function_Reference/add_action) call? Your second parameter is `'show'`, but shouldn't it be the function you are adding or removing?",-0.24526827776501714,1.0
Have you checked for release ? Are you releasing the providerData anywhere ?,-0.7401758029189079,1.0
"The language here is a little ambiguous. When you say Web Application Project do you mean loading the project in Visual Studio, or are you referring to the startup time of the application in IIS on the initial hit?",-1.1541259972470386,1.0
"You mean sample data, such as for testing? Or fuzzing?",0.818113870251876,1.0
"What exactly do you want to warn about, and what exactly do you want the message to be? How is `@Deprecated` itself not meeting your needs?",0.6528616766114533,1.0
@edA-qa mort-ora-y: Why instead of saying *I want it POD* do you not state what is it that you need? Why is it that you are so interested in having it be a POD?,0.4750982153954475,1.0
"Can you give me a link to ""We Are Defiance"" ? And what do you mean by ""remove"" : 1) moving to the main space or 2) deleting the article ?",-0.4940154117776277,1.0
"""Please explain in detail""? Really?",0.9492437303361927,1.0
"Didn't some (earlier?) versions of Windows label the IE desktop icon as ""The Internet""?",0.4327929274971463,1.0
Yeah- using a stack for depth first. Did you know that you use a queue for breadth first?,-0.3897272846684981,1.0
"Is there any point to the quotation that's not served equally by the link on its own?  Other than the obvious (which I'd like to think you're above), which is trolling the student pollies?",0.4749054354146501,1.0
I agree with viksit- it sounds like a hashtable is what you want. Is there a reason you want to use a B-tree?,0.40610383057897376,1.0
"it works for me, i get ~100kB html data using the original example. btw, what do you mean by *whole website* ?",-0.47220050851073336,1.0
"What are you doing with the XML? Reason I ask is this, instead of wrapping the XML library and exposing wrapper classes to your code, why don't you implement a simpler object model for what you are storing in the XML and expose that - then have a clean interface which can persist/extract that object model from the XML?",0.25456108954715395,1.0
"Andy, that jars with my understanding of what a Sylvester matrix is. Do you have a reference?",-0.0707227527241459,1.0
Can you post this somewhere with a live URL?  I don't see a background image referenced in the CSS...?,0.5809749965341011,1.0
"Will do. Do you want the history to go with it, or can I just copy and paste?",0.5110796894745443,1.0
I think it is important to note that Spirit 03 was the last gunship to be brought down and that it has not been involved in a Class A mishap since that date. Should we include that?,-1.2507480716098973,1.0
what is a cup tree?  you want to draw up some kind of tournament bracket in HTML?,0.5122440851784532,1.0
Replied on my talk page. Maybe move the conversation somewhere else if specific issues need further discussion?,-0.6856224963139366,1.0
"But still, what do you want to measure with CV and in what purpose? To get a cutoff of attribute number?",-1.7188554762421306,1.0
"@Martin: I think modification of boot.efi wont be so risky, i can simply time machine back to my old system if anything goes wrong, right? Would u please provide me with modification instructions?",1.6838322491274709,1.0
I wasn't sure what you mean by making the title a clickable link. Can you show me how to do that?,-1.630751087153542,1.0
Understood. Do you know of any legal expert you could contact to clarify this issue?,1.0793306102684794,1.0
Please givez me the codez? What have you tried so far?,1.553127940397279,1.0
The file clearly states this is an image from a poster. Since when does this require any additional explanation?,-0.5848415181122879,1.0
"Is there a reason your sample output for A1 doesn't contain C# and Perl?  Aren't those included based on ""2) items only in a1 and not in a2""?",0.10882204306421582,1.0
<url>. Do you think it has any chance?,-0.45696708424064614,1.0
@Pierreten: never used regex before in C code. are there some regex libraries for C?,1.0696097412192223,1.0
Thinking up good names is sometimes very hard. Why don't you post two examples and solicit names?,1.3622701831915798,1.0
There are a lot of ways to ensure thread safety without using a threading API. What operating systems and cpu architectures are you planning on supporting?,1.0551558044454372,1.0
Is this homework? Have you tried to work out how much storage each approach would require?,0.37312934076700294,1.0
What type of Wifi router is the iMac connecting to? Is it the only device connected to the router when the issue occurs?,1.0298600003212766,1.0
"Sorry, but i won't use a module for that task. So you have no idea about this?",-2.3975252211161577,1.0
"Could you take a look at the article now and see whether your concerns (except the reorganization) have been addressed? If not, what is still missing, and what technical terms do you feel need explaining?",-0.3806130203469437,1.0
"The benefit of a version of the sentence is that it helps clarify the differences between Lavoisier and Priestley; however, we need to be careful that we don't convey the wrong impression to the reader. How best to do this?",-0.4524981170056816,1.0
"The character set in Oracle is 'WE8ISO8859P1' ... the eacute in my example is correctly stored in the database if I stay within Oracle ... but when I bring it into PHP via oci8, thats where the problem arises. Is there anything better than the charset_decode_utf_8 function ?",-2.2936699899774293,1.0
@Marko: Why do you think Swing will be deprecated? And how do you consider javafx to be a replacement?,0.6330397295478605,1.0
Please look at me edit. If i'm right and it does have something to do with being logged in can someone please explain to me WHY WHY WHY would that matter???,0.10019122478065802,1.0
I need to read more about what exactly a pastoral opera is supposed to be. Perhaps it should be a supercategory?,-0.09754826197345126,1.0
"I was somewhat confused, but after a while thinking I agree that although requiring the same answer, the question is different. Is there somewhere a guideline to this?",0.6868598287420401,1.0
"Wait, I'm confused. Aren't you already a moderator?",-0.6253638738730953,1.0
Ok thank you so much. How long have you been on Wikipedia?,-0.035088474894204726,1.0
Indeed... The trolls just keep coming. Are you aware of content of the <url>?,-0.09855334177622128,1.0
"Please define ""better""  Addresses are very, very difficult to make consistent.  Do you have software to filter and standardize the addresses?",-0.07736004218369547,1.0
I say - are you a sort of picture finder? You couldn't find one of John Bowlby could you?,-0.3511688194989501,1.0
do you mean assembly code?  and you want a self modifying application?,0.2624171980457048,1.0
"It should be possible to export from mathematica to eps I believe, or even to other formats, like png or gif (maybe from the ""File"" menu). Could you try and see if it works?",0.5367034480345884,1.0
"Ok, so you have successfully logged in??",-0.8557857291297482,1.0
"She did so in Switzerland. What makes you think a photo that was deemed not to be a ""work"" in Switzerland was not a work in the U.S., where the threshold of originality is much lower?",-1.086360873307545,1.0
